Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
04-MAY-2026,PENINLAND,16.90,17.11,-0.0123,0.0379,0.0378,0.7222
04-MAY-2026,PERSISTENT,4788.00,4800.00,-0.0025,0.0213,0.0213,0.4069
04-MAY-2026,PETRONET,276.70,276.76,-0.0002,0.0202,0.0201,0.3840
04-MAY-2026,PFC,448.25,448.40,-0.0003,0.0216,0.0216,0.4127
04-MAY-2026,PFIZER,4679.00,4710.50,-0.0067,0.0161,0.0161,0.3076
04-MAY-2026,PFOCUS,304.35,309.95,-0.0182,0.0358,0.0358,0.6840
04-MAY-2026,PFS,31.33,31.19,0.0045,0.0270,0.0269,0.5139
04-MAY-2026,PGEL,534.55,534.00,0.0010,0.0343,0.0342,0.6534
04-MAY-2026,PGHH,10206.00,10146.50,0.0058,0.0132,0.0131,0.2503
04-MAY-2026,PGHL,5151.00,5216.60,-0.0127,0.0137,0.0137,0.2617
04-MAY-2026,PGIL,1548.70,1535.80,0.0084,0.0339,0.0339,0.6477
04-MAY-2026,PGINVIT,93.10,93.18,-0.0009,0.0078,0.0078,0.1490
04-MAY-2026,PHARMABEES,24.05,23.91,0.0058,0.0095,0.0095,0.1815
04-MAY-2026,PHOENIXLTD,1787.40,1765.00,0.0126,0.0207,0.0207,0.3955
04-MAY-2026,PICCADIL,621.45,607.30,0.0230,0.0294,0.0294,0.5617
04-MAY-2026,PIDILITIND,1364.60,1375.70,-0.0081,0.0135,0.0135,0.2579
04-MAY-2026,PIGL,111.83,111.49,0.0030,0.0313,0.0313,0.5980
04-MAY-2026,PIIND,3047.50,3054.80,-0.0024,0.0164,0.0163,0.3114
04-MAY-2026,PILANIINVS,4728.60,4717.10,0.0024,0.0229,0.0228,0.4356
04-MAY-2026,PILITA,8.15,8.07,0.0099,0.0322,0.0321,0.6133
04-MAY-2026,PILLAR,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,PINELABS,195.73,193.72,0.0103,0.0182,0.0182,0.3477
04-MAY-2026,PIONEEREMB,27.18,27.80,-0.0226,0.0309,0.0309,0.5903
04-MAY-2026,PIONRINV,109.90,108.20,0.0156,0.0392,0.0391,0.7470
04-MAY-2026,PIRAMALFIN,1894.50,1998.50,-0.0534,0.0151,0.0156,0.2980
04-MAY-2026,PITTIENG,1002.90,978.20,0.0249,0.0262,0.0262,0.5006
04-MAY-2026,PIXTRANS,1541.00,1549.80,-0.0057,0.0237,0.0237,0.4528
04-MAY-2026,PKLEASING,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,PKTEA,869.00,790.00,0.0953,0.0323,0.0330,0.6305
04-MAY-2026,PLASTIBLEN,175.87,167.28,0.0501,0.0238,0.0240,0.4585
04-MAY-2026,PLATIND,236.52,239.08,-0.0108,0.0294,0.0293,0.5598
04-MAY-2026,PLAZACABLE,41.07,40.91,0.0039,0.0262,0.0261,0.4986
04-MAY-2026,PML,577.40,555.55,0.0386,0.0250,0.0251,0.4795
04-MAY-2026,PNB,108.69,109.36,-0.0061,0.0195,0.0194,0.3706
04-MAY-2026,PNBGILTS,71.22,70.55,0.0095,0.0241,0.0241,0.4604
04-MAY-2026,PNBHOUSING,1042.20,1045.65,-0.0033,0.0248,0.0247,0.4719
04-MAY-2026,PNC,21.00,21.13,-0.0062,0.0357,0.0356,0.6801
04-MAY-2026,PNCINFRA,215.33,213.87,0.0068,0.0239,0.0238,0.4547
04-MAY-2026,PNGJL,674.85,653.80,0.0317,0.0207,0.0207,0.3955
04-MAY-2026,PNGSREVA,416.65,423.30,-0.0158,0.0158,0.0158,0.3019
04-MAY-2026,POCL,1374.00,1377.90,-0.0028,0.0343,0.0343,0.6553
04-MAY-2026,PODDARMENT,260.15,253.25,0.0269,0.0229,0.0229,0.4375
04-MAY-2026,POKARNA,864.05,871.20,-0.0082,0.0366,0.0365,0.6973
04-MAY-2026,POLICYBZR,1670.80,1666.20,0.0028,0.0237,0.0236,0.4509
04-MAY-2026,POLYCAB,8344.50,8110.50,0.0284,0.0216,0.0216,0.4127
04-MAY-2026,POLYMED,1527.70,1512.00,0.0103,0.0268,0.0267,0.5101
04-MAY-2026,POLYPLEX,940.65,946.20,-0.0059,0.0217,0.0216,0.4127
04-MAY-2026,PONNIERODE,305.00,307.00,-0.0065,0.0210,0.0209,0.3993
04-MAY-2026,POONAWALLA,437.05,417.20,0.0465,0.0238,0.0240,0.4585
04-MAY-2026,POWERGRID,319.05,318.35,0.0022,0.0149,0.0149,0.2847
04-MAY-2026,POWERICA,489.60,489.80,-0.0004,0.0084,0.0083,0.1586
04-MAY-2026,POWERINDIA,33730.00,33550.00,0.0054,0.0297,0.0297,0.5674
04-MAY-2026,POWERMECH,2472.20,2481.70,-0.0038,0.0269,0.0268,0.5120
04-MAY-2026,PPAP,201.55,203.16,-0.0080,0.0290,0.0289,0.5521
04-MAY-2026,PPL,214.90,210.50,0.0207,0.0277,0.0277,0.5292
04-MAY-2026,PPLPHARMA,160.30,161.87,-0.0097,0.0227,0.0227,0.4337
04-MAY-2026,PRABHA,158.49,161.64,-0.0197,0.0253,0.0253,0.4834
04-MAY-2026,PRABHATSEC,10.80,10.80,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,PRADPME,374.80,370.40,0.0118,0.0333,0.0332,0.6343
04-MAY-2026,PRAENG,22.80,22.58,0.0097,0.0370,0.0370,0.7069
04-MAY-2026,PRAJIND,412.20,408.35,0.0094,0.0263,0.0263,0.5025
04-MAY-2026,PRAKASH,149.66,142.28,0.0506,0.0280,0.0282,0.5388
04-MAY-2026,PRAKASHSTL,4.64,4.71,-0.0150,0.0277,0.0276,0.5273
04-MAY-2026,PRAVEG,303.60,300.45,0.0104,0.0316,0.0315,0.6018
04-MAY-2026,PRAXIS,7.68,8.09,-0.0520,0.0347,0.0349,0.6668
04-MAY-2026,PRECAM,160.03,158.70,0.0083,0.0348,0.0347,0.6629
04-MAY-2026,PRECOT,575.75,548.35,0.0488,0.0365,0.0366,0.6992
04-MAY-2026,PRECWIRE,432.50,422.10,0.0243,0.0342,0.0341,0.6515
04-MAY-2026,PREMCO,430.30,431.70,-0.0032,0.0250,0.0249,0.4757
04-MAY-2026,PREMEXPLN,555.55,561.35,-0.0104,0.0369,0.0368,0.7031
04-MAY-2026,PREMIER,2.89,2.99,-0.0340,0.0293,0.0293,0.5598
04-MAY-2026,PREMIERENE,1035.10,1018.15,0.0165,0.0247,0.0247,0.4719
04-MAY-2026,PREMIERPOL,54.51,53.97,0.0100,0.0344,0.0343,0.6553
04-MAY-2026,PRESTIGE,1454.40,1414.40,0.0279,0.0231,0.0231,0.4413
04-MAY-2026,PRHOLDING,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,PRICOLLTD,576.35,572.75,0.0063,0.0233,0.0232,0.4432
04-MAY-2026,PRIMESECU,281.80,282.75,-0.0034,0.0235,0.0235,0.4490
04-MAY-2026,PRIMO,25.56,22.98,0.1064,0.0279,0.0288,0.5502
04-MAY-2026,PRINCEPIPE,261.65,259.41,0.0086,0.0248,0.0247,0.4719
04-MAY-2026,PRITI,45.31,45.50,-0.0042,0.0383,0.0382,0.7298
04-MAY-2026,PRITIKAUTO,13.58,13.36,0.0163,0.0262,0.0262,0.5006
04-MAY-2026,PRIVISCL,3362.90,3359.80,0.0009,0.0245,0.0244,0.4662
04-MAY-2026,PRIYAINT,8.50,8.50,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,PROSTARM,155.39,157.33,-0.0124,0.0282,0.0282,0.5388
04-MAY-2026,PROTEAN,529.75,529.95,-0.0004,0.0272,0.0272,0.5197
04-MAY-2026,PROZONER,54.14,58.28,-0.0737,0.0332,0.0335,0.6400
04-MAY-2026,PRSMJOHNSN,134.02,133.83,0.0014,0.0238,0.0237,0.4528
04-MAY-2026,PRUDENT,2855.30,2826.00,0.0103,0.0280,0.0279,0.5330
04-MAY-2026,PRUDMOULI,16.57,16.70,-0.0078,0.0342,0.0341,0.6515
04-MAY-2026,PSB,24.84,24.93,-0.0036,0.0258,0.0257,0.4910
04-MAY-2026,PSPPROJECT,816.90,787.25,0.0370,0.0257,0.0257,0.4910
04-MAY-2026,PSUBANK,845.37,847.99,-0.0031,0.0164,0.0164,0.3133
04-MAY-2026,PSUBANKADD,85.12,85.69,-0.0067,0.0160,0.0160,0.3057
04-MAY-2026,PSUBNKBEES,94.15,94.54,-0.0041,0.0166,0.0165,0.3152
04-MAY-2026,PSUBNKIETF,85.56,85.89,-0.0038,0.0159,0.0159,0.3038
04-MAY-2026,PTC,217.09,207.68,0.0443,0.0223,0.0224,0.4280
04-MAY-2026,PTCIL,16407.00,16068.00,0.0209,0.0244,0.0244,0.4662
04-MAY-2026,PTL,40.01,40.01,0.0000,0.0148,0.0148,0.2828
04-MAY-2026,PUNJABCHEM,1122.60,1177.30,-0.0476,0.0294,0.0295,0.5636
04-MAY-2026,PURBANCHAL,8.65,8.65,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,PURVA,219.87,214.37,0.0253,0.0319,0.0319,0.6094
04-MAY-2026,PVP,32.49,33.15,-0.0201,0.0365,0.0364,0.6954
04-MAY-2026,PVRINOX,1059.10,1068.85,-0.0092,0.0194,0.0194,0.3706
04-MAY-2026,PVSL,102.75,101.41,0.0131,0.0265,0.0265,0.5063
04-MAY-2026,PVTBANIETF,26.46,26.51,-0.0019,0.0106,0.0106,0.2025
04-MAY-2026,PVTBANKADD,26.58,26.93,-0.0131,0.0116,0.0117,0.2235
04-MAY-2026,PWL,109.41,108.59,0.0075,0.0218,0.0217,0.4146
04-MAY-2026,PYRAMID,171.66,175.30,-0.0210,0.0239,0.0239,0.4566
04-MAY-2026,QGOLDHALF,122.69,123.60,-0.0074,0.0185,0.0185,0.3534
04-MAY-2026,QNIFTY,264.01,262.59,0.0054,0.0087,0.0087,0.1662
04-MAY-2026,QPOWER,1356.70,1380.05,-0.0171,0.0341,0.0340,0.6496
04-MAY-2026,QUADFUTURE,311.80,309.40,0.0077,0.0340,0.0340,0.6496
04-MAY-2026,QUAL30IETF,20.92,20.82,0.0048,0.0091,0.0091,0.1739
04-MAY-2026,QUALITY30,20.82,20.82,0.0000,0.0092,0.0092,0.1758
04-MAY-2026,QUESS,211.62,197.69,0.0681,0.0213,0.0217,0.4146
04-MAY-2026,QUICKHEAL,164.88,166.52,-0.0099,0.0323,0.0323,0.6171
04-MAY-2026,QUINT,41.94,41.35,0.0142,0.0335,0.0334,0.6381
04-MAY-2026,QUINTEGRA,1.89,1.42,0.2859,0.0463,0.0504,0.9629
04-MAY-2026,RACE,125.00,123.86,0.0092,0.0341,0.0340,0.6496
04-MAY-2026,RACLGEAR,1263.90,1273.10,-0.0073,0.0340,0.0339,0.6477
04-MAY-2026,RADAAN,3.26,3.24,0.0062,0.0318,0.0317,0.6056
04-MAY-2026,RADHIKAJWE,64.71,64.29,0.0065,0.0304,0.0303,0.5789
04-MAY-2026,RADIANTCMS,40.99,41.87,-0.0212,0.0256,0.0256,0.4891
04-MAY-2026,RADICO,3389.30,3423.10,-0.0099,0.0224,0.0224,0.4280
04-MAY-2026,RADIOCITY,5.83,6.03,-0.0337,0.0230,0.0231,0.4413
04-MAY-2026,RAILTEL,336.05,323.56,0.0379,0.0304,0.0305,0.5827
04-MAY-2026,RAIN,127.62,126.20,0.0112,0.0286,0.0286,0.5464
04-MAY-2026,RAINBOW,1260.70,1252.40,0.0066,0.0179,0.0179,0.3420
04-MAY-2026,RAJESHEXPO,119.91,119.26,0.0054,0.0301,0.0300,0.5731
04-MAY-2026,RAJMET,4.00,3.97,0.0075,0.0275,0.0274,0.5235
04-MAY-2026,RAJOOENG,56.74,57.93,-0.0208,0.0348,0.0347,0.6629
04-MAY-2026,RAJPALAYAM,819.20,798.85,0.0252,0.0194,0.0194,0.3706
04-MAY-2026,RAJRATAN,447.50,444.35,0.0071,0.0308,0.0307,0.5865
04-MAY-2026,RAJRILTD,21.09,21.33,-0.0113,0.0244,0.0244,0.4662
04-MAY-2026,RAJSREESUG,35.12,35.13,-0.0003,0.0319,0.0318,0.6075
04-MAY-2026,RAJTV,24.21,23.22,0.0418,0.0337,0.0337,0.6438
04-MAY-2026,RAJVIR,7.65,8.31,-0.0828,0.0396,0.0400,0.7642
04-MAY-2026,RALLIS,261.80,265.90,-0.0155,0.0253,0.0252,0.4814
04-MAY-2026,RAMANEWS,32.02,32.32,-0.0093,0.0327,0.0326,0.6228
04-MAY-2026,RAMAPHO,138.17,138.24,-0.0005,0.0358,0.0357,0.6820
04-MAY-2026,RAMARAJU,182.80,182.80,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,RAMASTEEL,5.77,5.77,0.0000,0.0354,0.0353,0.6744
04-MAY-2026,RAMCOCEM,926.90,935.15,-0.0089,0.0168,0.0168,0.3210
04-MAY-2026,RAMCOIND,266.10,266.42,-0.0012,0.0236,0.0235,0.4490
04-MAY-2026,RAMCOSYS,406.45,411.75,-0.0130,0.0333,0.0332,0.6343
04-MAY-2026,RAMKY,503.45,503.85,-0.0008,0.0271,0.0270,0.5158
04-MAY-2026,RAMRAT,454.50,444.25,0.0228,0.0269,0.0268,0.5120
04-MAY-2026,RANASUG,14.00,13.94,0.0043,0.0227,0.0226,0.4318
04-MAY-2026,RANEHOLDIN,1139.70,1125.45,0.0126,0.0243,0.0242,0.4623
04-MAY-2026,RANJANPOLY,28.25,28.25,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,RATEGAIN,605.05,602.60,0.0041,0.0271,0.0271,0.5177
04-MAY-2026,RATNAMANI,2709.90,2644.90,0.0243,0.0246,0.0246,0.4700
04-MAY-2026,RATNAVEER,175.55,162.89,0.0748,0.0299,0.0303,0.5789
04-MAY-2026,RAYMOND,465.05,465.80,-0.0016,0.0286,0.0285,0.5445
04-MAY-2026,RAYMONDLSL,793.65,794.00,-0.0004,0.0280,0.0279,0.5330
04-MAY-2026,RAYMONDREL,467.90,444.95,0.0503,0.0267,0.0269,0.5139
04-MAY-2026,RBA,66.48,65.36,0.0170,0.0197,0.0197,0.3764
04-MAY-2026,RBLBANK,330.20,336.55,-0.0190,0.0228,0.0228,0.4356
04-MAY-2026,RBZJEWEL,139.79,136.34,0.0250,0.0285,0.0285,0.5445
04-MAY-2026,RCF,130.17,129.21,0.0074,0.0261,0.0261,0.4986
04-MAY-2026,RCOM,0.96,0.96,0.0000,0.0297,0.0296,0.5655
04-MAY-2026,RECLTD,353.50,354.30,-0.0023,0.0220,0.0219,0.4184
04-MAY-2026,REDINGTON,221.76,215.87,0.0269,0.0299,0.0299,0.5712
04-MAY-2026,REDTAPE,127.32,128.47,-0.0090,0.0251,0.0251,0.4795
04-MAY-2026,REFEX,260.60,263.86,-0.0124,0.0344,0.0343,0.6553
04-MAY-2026,REGAAL,83.54,82.89,0.0078,0.0273,0.0273,0.5216
04-MAY-2026,REGALENTER,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,REGENCERAM,47.43,46.52,0.0194,0.0344,0.0343,0.6553
04-MAY-2026,RELAXO,301.30,298.12,0.0106,0.0210,0.0210,0.4012
04-MAY-2026,RELCHEMQ,117.73,113.98,0.0324,0.0238,0.0239,0.4566
04-MAY-2026,RELIABLE,133.45,134.07,-0.0046,0.0330,0.0329,0.6286
04-MAY-2026,RELIANCE,1463.10,1430.80,0.0223,0.0139,0.0140,0.2675
04-MAY-2026,RELIGARE,221.94,221.64,0.0014,0.0259,0.0258,0.4929
04-MAY-2026,RELINFRA,74.73,78.66,-0.0513,0.0352,0.0353,0.6744
04-MAY-2026,RELTD,138.34,142.89,-0.0324,0.0325,0.0325,0.6209
04-MAY-2026,REMSONSIND,111.03,106.78,0.0390,0.0315,0.0315,0.6018
04-MAY-2026,RENUKA,29.14,29.21,-0.0024,0.0227,0.0227,0.4337
04-MAY-2026,REPCOHOME,411.10,407.40,0.0090,0.0223,0.0222,0.4241
04-MAY-2026,REPL,79.99,81.77,-0.0220,0.0349,0.0349,0.6668
04-MAY-2026,REPRO,356.80,357.55,-0.0021,0.0313,0.0312,0.5961
04-MAY-2026,RESPONIND,157.66,156.16,0.0096,0.0259,0.0259,0.4948
04-MAY-2026,RETAIL,20.30,19.60,0.0351,0.0378,0.0378,0.7222
04-MAY-2026,RGL,99.99,100.07,-0.0008,0.0351,0.0350,0.6687
04-MAY-2026,RHETAN,24.35,29.64,-0.1966,0.0245,0.0281,0.5368
04-MAY-2026,RHFL,1.91,2.01,-0.0510,0.0313,0.0314,0.5999
04-MAY-2026,RHIM,405.75,403.90,0.0046,0.0235,0.0234,0.4471
04-MAY-2026,RHL,186.90,184.95,0.0105,0.0285,0.0285,0.5445
04-MAY-2026,RICOAUTO,115.19,113.14,0.0180,0.0351,0.0350,0.6687
04-MAY-2026,RIIL,790.40,783.35,0.0090,0.0257,0.0256,0.4891
04-MAY-2026,RIIT,110.49,110.58,-0.0008,0.0025,0.0025,0.0478
04-MAY-2026,RISHABH,502.85,471.90,0.0635,0.0316,0.0318,0.6075
04-MAY-2026,RITCO,223.96,218.11,0.0265,0.0272,0.0272,0.5197
04-MAY-2026,RITES,220.11,218.90,0.0055,0.0240,0.0240,0.4585
04-MAY-2026,RITZ,15.25,15.25,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,RKDL,21.83,21.73,0.0046,0.0310,0.0309,0.5903
04-MAY-2026,RKEC,35.25,35.22,0.0009,0.0405,0.0404,0.7718
04-MAY-2026,RKFORGE,608.05,598.25,0.0162,0.0241,0.0241,0.4604
04-MAY-2026,RKSWAMY,88.03,84.12,0.0454,0.0264,0.0265,0.5063
04-MAY-2026,RMC,461.00,472.40,-0.0244,0.0107,0.0108,0.2063
04-MAY-2026,RMDRIP,21.21,21.88,-0.0311,0.0314,0.0314,0.5999
04-MAY-2026,RML,824.45,809.45,0.0184,0.0251,0.0251,0.4795
04-MAY-2026,RNBDENIMS,13.74,14.44,-0.0497,0.0346,0.0347,0.6629
04-MAY-2026,ROADSTAR,61.00,61.00,0.0000,0.0284,0.0283,0.5407
04-MAY-2026,ROBERT,10.70,10.70,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,ROHLTD,337.85,343.50,-0.0166,0.0276,0.0276,0.5273
04-MAY-2026,ROLEXRINGS,146.65,145.83,0.0056,0.0266,0.0265,0.5063
04-MAY-2026,ROLLT,2.01,1.92,0.0458,0.0397,0.0398,0.7604
04-MAY-2026,ROML,44.22,45.15,-0.0208,0.0308,0.0308,0.5884
04-MAY-2026,ROSSARI,479.75,478.95,0.0017,0.0208,0.0208,0.3974
04-MAY-2026,ROSSELLIND,55.68,55.54,0.0025,0.0272,0.0272,0.5197
04-MAY-2026,ROSSTECH,969.45,989.65,-0.0206,0.0335,0.0334,0.6381
04-MAY-2026,ROTO,58.35,58.14,0.0036,0.0288,0.0287,0.5483
04-MAY-2026,ROUTE,544.85,527.10,0.0331,0.0223,0.0223,0.4260
04-MAY-2026,RPEL,717.85,700.00,0.0252,0.0298,0.0298,0.5693
04-MAY-2026,RPGLIFE,2417.20,2295.00,0.0519,0.0253,0.0255,0.4872
04-MAY-2026,RPOWER,28.73,28.62,0.0038,0.0350,0.0349,0.6668
04-MAY-2026,RPPINFRA,78.64,79.56,-0.0116,0.0331,0.0330,0.6305
04-MAY-2026,RPPL,16.04,15.95,0.0056,0.0284,0.0283,0.5407
04-MAY-2026,RPSGVENT,879.00,847.45,0.0366,0.0329,0.0329,0.6286
04-MAY-2026,RPTECH,476.60,458.30,0.0392,0.0229,0.0230,0.4394
04-MAY-2026,RRIL,17.93,16.95,0.0562,0.0254,0.0257,0.4910
04-MAY-2026,RRKABEL,1775.30,1571.00,0.1223,0.0226,0.0242,0.4623
04-MAY-2026,RSDFIN,85.99,81.25,0.0567,0.0389,0.0390,0.7451
04-MAY-2026,RSL,138.29,138.34,-0.0004,0.0112,0.0112,0.2140
04-MAY-2026,RSSOFTWARE,36.69,38.62,-0.0513,0.0361,0.0362,0.6916
04-MAY-2026,RSWM,171.25,164.59,0.0397,0.0256,0.0257,0.4910
04-MAY-2026,RSYSTEMS,259.75,263.13,-0.0129,0.0285,0.0285,0.5445
04-MAY-2026,RTNINDIA,36.49,35.52,0.0269,0.0308,0.0308,0.5884
04-MAY-2026,RTNPOWER,10.15,10.12,0.0030,0.0285,0.0284,0.5426
04-MAY-2026,RUBFILA,74.77,73.01,0.0238,0.0225,0.0225,0.4299
04-MAY-2026,RUBICON,976.45,969.95,0.0067,0.0163,0.0162,0.3095
04-MAY-2026,RUBYMILLS,237.24,236.77,0.0020,0.0290,0.0290,0.5540
04-MAY-2026,RUCHINFRA,6.40,6.33,0.0110,0.0341,0.0340,0.6496
04-MAY-2026,RUCHIRA,118.55,116.82,0.0147,0.0216,0.0216,0.4127
04-MAY-2026,RUDRA,20.49,20.89,-0.0193,0.0360,0.0359,0.6859
04-MAY-2026,RUPA,152.62,151.85,0.0051,0.0246,0.0245,0.4681
04-MAY-2026,RUSHIL,18.12,17.07,0.0597,0.0304,0.0306,0.5846
04-MAY-2026,RUSTOMJEE,396.25,393.05,0.0081,0.0204,0.0204,0.3897
04-MAY-2026,RVHL,42.01,41.95,0.0014,0.0343,0.0342,0.6534
04-MAY-2026,RVNL,296.65,297.65,-0.0034,0.0275,0.0275,0.5254
04-MAY-2026,RVTH,606.75,590.60,0.0270,0.0277,0.0277,0.5292
04-MAY-2026,S&SPOWER,407.20,422.00,-0.0357,0.0341,0.0341,0.6515
04-MAY-2026,SAATVIKGL,479.00,460.15,0.0401,0.0213,0.0214,0.4088
04-MAY-2026,SABEVENTS,9.31,9.79,-0.0503,0.0343,0.0344,0.6572
04-MAY-2026,SADBHAV,9.32,9.51,-0.0202,0.0360,0.0359,0.6859
04-MAY-2026,SADBHIN,2.70,2.71,-0.0037,0.0341,0.0341,0.6515
04-MAY-2026,SADHNANIQ,2.48,2.40,0.0328,0.0390,0.0390,0.7451
04-MAY-2026,SAFARI,1418.90,1412.60,0.0044,0.0223,0.0222,0.4241
04-MAY-2026,SAGARDEEP,24.13,24.24,-0.0045,0.0238,0.0238,0.4547
04-MAY-2026,SAGCEM,187.81,180.22,0.0413,0.0237,0.0238,0.4547
04-MAY-2026,SAGILITY,41.60,41.74,-0.0034,0.0236,0.0236,0.4509
04-MAY-2026,SAHLIBHFI,81.16,82.21,-0.0129,0.0029,0.0031,0.0592
04-MAY-2026,SAHYADRI,270.35,255.94,0.0548,0.0235,0.0237,0.4528
04-MAY-2026,SAIL,186.15,184.62,0.0083,0.0229,0.0229,0.4375
04-MAY-2026,SAILIFE,1081.70,1069.50,0.0113,0.0225,0.0224,0.4280
04-MAY-2026,SAIPARENT,481.55,486.05,-0.0093,0.0060,0.0061,0.1165
04-MAY-2026,SAKAR,652.50,628.05,0.0382,0.0292,0.0292,0.5579
04-MAY-2026,SAKHTISUG,19.49,19.60,-0.0056,0.0268,0.0267,0.5101
04-MAY-2026,SAKSOFT,139.65,140.21,-0.0040,0.0285,0.0285,0.5445
04-MAY-2026,SAKUMA,1.88,1.91,-0.0158,0.0363,0.0362,0.6916
04-MAY-2026,SALASAR,7.52,7.45,0.0094,0.0332,0.0331,0.6324
04-MAY-2026,SALONA,282.70,263.05,0.0720,0.0257,0.0261,0.4986
04-MAY-2026,SALSTEEL,55.92,58.92,-0.0523,0.0341,0.0342,0.6534
04-MAY-2026,SALZERELEC,652.05,652.85,-0.0012,0.0326,0.0325,0.6209
04-MAY-2026,SAMBHAAV,6.94,6.89,0.0072,0.0347,0.0346,0.6610
04-MAY-2026,SAMBHV,121.94,118.71,0.0268,0.0236,0.0237,0.4528
04-MAY-2026,SAMHI,161.92,156.26,0.0356,0.0245,0.0246,0.4700
04-MAY-2026,SAMMAANCAP,146.90,144.62,0.0156,0.0273,0.0273,0.5216
04-MAY-2026,SAMPANN,27.40,27.51,-0.0040,0.0357,0.0356,0.6801
04-MAY-2026,SAMYAK,9.95,9.95,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,SANATHAN,449.15,448.85,0.0007,0.0209,0.0208,0.3974
04-MAY-2026,SANCO,2.85,2.73,0.0430,0.0315,0.0315,0.6018
04-MAY-2026,SANDESH,1085.60,1099.65,-0.0129,0.0227,0.0227,0.4337
04-MAY-2026,SANDHAR,507.40,493.95,0.0269,0.0262,0.0262,0.5006
04-MAY-2026,SANDUMA,210.63,210.61,0.0001,0.0328,0.0327,0.6247
04-MAY-2026,SANGAMIND,525.85,518.15,0.0148,0.0281,0.0281,0.5368
04-MAY-2026,SANGHVIMOV,321.90,319.93,0.0061,0.0336,0.0335,0.6400
04-MAY-2026,SANGINITA,21.24,20.23,0.0487,0.0320,0.0321,0.6133
04-MAY-2026,SANOFI,3399.90,3407.20,-0.0021,0.0126,0.0126,0.2407
04-MAY-2026,SANOFICONR,4738.00,4764.00,-0.0055,0.0189,0.0188,0.3592
04-MAY-2026,SANSERA,2489.80,2513.60,-0.0095,0.0238,0.0237,0.4528
04-MAY-2026,SANSTAR,91.17,90.09,0.0119,0.0215,0.0214,0.4088
04-MAY-2026,SANWARIA,0.21,0.21,0.0000,0.0870,0.0868,1.6583
04-MAY-2026,SAPPHIRE,193.82,205.59,-0.0590,0.0274,0.0277,0.5292
04-MAY-2026,SAPPL,309.05,305.70,0.0109,0.0307,0.0307,0.5865
04-MAY-2026,SARDAEN,591.25,591.55,-0.0005,0.0265,0.0265,0.5063
04-MAY-2026,SAREGAMA,345.10,343.80,0.0038,0.0239,0.0239,0.4566
04-MAY-2026,SARLAPOLY,94.60,90.61,0.0431,0.0308,0.0308,0.5884
04-MAY-2026,SARVESHWAR,3.97,3.99,-0.0050,0.0328,0.0328,0.6266
04-MAY-2026,SASKEN,1344.60,1309.40,0.0265,0.0277,0.0277,0.5292
04-MAY-2026,SATIA,68.58,67.97,0.0089,0.0230,0.0230,0.4394
04-MAY-2026,SATIN,188.56,176.15,0.0681,0.0201,0.0206,0.3936
04-MAY-2026,SATYASHYAM,22.65,22.65,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,SAURASHCEM,60.22,60.78,-0.0093,0.0292,0.0291,0.5560
04-MAY-2026,SAYAJIHOTL,277.00,277.00,0.0000,0.0051,0.0051,0.0974
04-MAY-2026,SBC,33.38,33.73,-0.0104,0.0201,0.0201,0.3840
04-MAY-2026,SBCL,625.05,595.65,0.0482,0.0290,0.0291,0.5560
04-MAY-2026,SBFC,93.44,92.31,0.0122,0.0214,0.0213,0.4069
04-MAY-2026,SBGLP,27.20,26.79,0.0152,0.0343,0.0343,0.6553
04-MAY-2026,SBHL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,SBIBPB,48.63,48.90,-0.0055,0.0140,0.0140,0.2675
04-MAY-2026,SBICARD,644.80,643.90,0.0014,0.0169,0.0168,0.3210
04-MAY-2026,SBIETFCON,117.85,117.26,0.0050,0.0095,0.0095,0.1815
04-MAY-2026,SBIETFIT,321.58,324.50,-0.0090,0.0146,0.0146,0.2789
04-MAY-2026,SBIETFPB,266.40,268.17,-0.0066,0.0105,0.0105,0.2006
04-MAY-2026,SBIETFQLTY,220.17,216.36,0.0175,0.0102,0.0102,0.1949
04-MAY-2026,SBILIFE,1820.10,1819.00,0.0006,0.0140,0.0140,0.2675
04-MAY-2026,SBILIQETF,1037.38,1037.21,0.0002,0.0005,0.0005,0.0096
04-MAY-2026,SBIMIDMOM,61.32,61.34,-0.0003,0.0074,0.0074,0.1414
04-MAY-2026,SBIN,1068.40,1068.40,0.0000,0.0152,0.0152,0.2904
